Restaurant Name,Address ;
Restaurant La Teranga Paris,46 rue Guy Moquet - 75017 Paris France;
La Galerie,66 Rue du Cherche -Midi - 75006 Paris France;
Salve Regina,103 rue des Haies - 75020 Paris France;
Bambou,23 Rue des Jeuneurs - 75002 Paris France;
NA,NA;
Bihan Cafe  - FERMÉ,40 rue des Boulets - 75011 Paris France;
Le Progres,7 rue des 3 Freres - 75018 Paris France;
Aliki,31 rue Saint Denis - 75001 Paris France;
Les Docks 13/14,11 Rue de l'Amiral Mouchez - 75013 Paris France;
Jour et Nuit,86 Bd De La Chapelle - 75018 Paris France;
Chez Gusto,12 Rue Jouffroy D'Abbans - 75017 Paris France;
Thym Olive,200 rue de la Convention - 75015 Paris France;
Sushiko,64 rue Mouffetard - 75005 Paris France;
Capri Saint -Honoré,42 Place du Marché Saint -Honoré - 75001 Paris France;
Let's Wok Asiatique,155 boulevard Macdonald - 75019 Paris France;
La Galette Au Thym,23 rue Washington - 75008 Paris France;
Cafe H,5 rue du Faubourg Montmartre - 75009 Paris France;
Restaurant Saitama Balard Japonais,235 rue Saint Charles - 75015 Paris France;
Sept Cinq,26 rue Berger Forum Des Halles - 75001 Paris France;
NA,NA;
Sushi Marche,20 rue Mirabeau - 75016 Paris France;
Trema,189 Rue de Crimee Station Crimee sur la Ligne 7 - 75019 Paris France;
Le Hardy  - FERMÉ,44 boulevard Voltaire - 75011 Paris France;
Liberte Patisserie Boulangerie  - FERMÉ,35 boulevard Haussmann - 75009 Paris France;
Le Depart Saint -Michel,1 Place Saint Michel - 75005 Paris France;
Le Canaille Gourmet,10 Boulevard de la Chapelle - 75018 Paris France;
Couscous Kitchen  - FERMÉ,20 rue Lamartine - 75009 Paris France;
Dinapoli 2 Souffles,17 boulevard de Belleville - 75011 Paris France;
Bar Tabac La Fontaine,3 boulevard Saint Michel - 75005 Paris France;
NA,NA;
Hi Foods,162 rue de Vaugirard - 75015 Paris France;
L’Os à Moelle  - FERMÉ,132 avenue Gambetta - 75020 Paris France;
La Sardegna  - FERMÉ,94 boulevard des Batignolles Metro Villiers - 75017 Paris France;
Comme à La Campagne,41 Place Jeanne D'Arc - 75013 Paris France;
Bistrot Bleriot,9 Quai Louis Bleriot - 75016 Paris France;
Chacha & Compagnie Gambetta,1 Bis Rue Des Rondonneaux - 75020 Paris France;
George V de l'Alma,1 Avenue George V Place du pont de l alma - 75008 Paris France;
Momen'Tea,5 Avenue de l'Opera Forum Des Halles - niveau  -2 - zone canopée - 75001 Paris France;
Le Bordeluche,103 Rue des Dames - 75017 Paris France;
WHSmith,248 rue de Rivoli - 75001 Paris France;
Jardin Sauvage,10 Quai d'Austerlitz - 75013 Paris France;
NA,NA;
NA,NA;
NA,NA;
Le Symphonie  - FERMÉ,68 avenue de New York - 75016 Paris France;
NA,NA;
Indian Pearl,126 rue Cardinet - 75017 Paris France;
Les Jardins de l'Espadon,15 Place Vendome - 75001 Paris France;
Maison Eudes,2 Rue Girodet - 75016 Paris France;
Maison Verot,35 boulevard Haussmann - 75009 Paris France;
Laurent Duchêne Paris 15 ème,238 Rue de la Convention - 75015 Paris France;
Maison des trois thés,1 rue Saint Medard - 75005 Paris France;
Quinsou,33 Rue de L’Abbe Gregoire - 75006 Paris France;
Côté Soleil,8 Avenue Trudaine - 75009 Paris France;
Sandwich 17,17 Rue Louis Bonnet - 75011 Paris France;
La Goutte D'Or Patisserie,183 rue Marcadet - 75018 Paris France;
La Connivence,136 Avenida Wagram - 75017 Paris France;
Monsieur Poirot,23 Rue Sedaine Sedaine - 75011 Paris France;
Cafe Atlantic,19 rue du Commandant Rene Mouchotte - 75014 Paris France;
NA,NA;
L'Atelier des Chefs,20 Rue Saint Lazare - 75009 Paris France;
Le Petit Curieux,16 rue des Filles du Calvaire - 75003 Paris France;
Les Enfants Rouges,9 rue de Beauce - 75003 Paris France;
FrenchyTaste par Jean -Yves Le Chef,74 rue du Vertbois - 75011 Paris France;
Loly of LolyPop Kitchen,Paris France;
Francoise of Mercy Fanny,Paris France;
T pour 2 Cafe,23 Cour Saint Emilion - 75012 Paris France;
Le Detour,2 rue Mondetour - 75001 Paris France;
La Fabrica,81 rue d Alesia - 75014 Paris France;
Comptoir Montevideo,44 Rue Coquilliere - 75001 Paris France;
Restaurant Da Enzo,129 rue de la Tour - 75116 Paris France;
The Cork and Cavan Pub,70 quai de Jemmapes - 75010 Paris France;
Le Surene,7 rue de Surene - 75008 Paris France;
La Cave De Turenne,80 rue de Turenne - 75003 Paris France;
Shainez,45 rue de Clignancourt - 75018 Paris France;
Tomo,11 Rue Chabanais - 75002 Paris France;
Sushi Koo,146 rue du Chevaleret - 75013 Paris France;
Domino's Pizza Paris 11  - Parmentier,124 Avenue Parmentier - 75011 Paris France;
O'Tacos,5 rue des Innocents Chatelet - 75001 Paris France;
Restaurant Le 7 Bis Monceau,7 B rue de Monceau - 75008 Paris France;
Restaurant Au Mediterraneen,12 avenue Mathurin Moreau - 75019 Paris France;
Le Cafe de L'Eglise,2 Place Franz Liszt - 75010 Paris France;
Le comptoir de l'atelier,3 rue Jean Mermoz - 75008 Paris France;
Charlies  - FERMÉ,1 Rue Ampere Paris - 75017 Paris France;
Aux Trois Mailletz,56 rue Galande - 75005 Paris France;
Subway,63 Boulevard de Grenelle - 75015 Paris France;
Atelier Fratelli,269 rue des Pyrenées - 75020 Paris France;
Bubble Shop,34 Avenue des Champs Elysees - 75008 Paris France;
Farinez -Vous Boulangerie Artisanale et Solidaire,19 rue du Chateau des Rentiers - 75013 Paris France;
Cedars,101 Avenue Jean Jaurès - 75019 Paris France;
Le Jolant,24 rue Taine - 75012 Paris France;
BR 35,27 boulevard Diderot - 75012 Paris France;
Le Jean Bouin,55 Rue Molitor - 75016 Paris France;
Chilam Gastrobar,4 Rue de Brissac - 75004 Paris France;
The Amazing Juice Box,67 rue Rambuteau - 75004 Paris France;
Lotus Vietnam,348 Rue des Pyrénées - 75020 Paris France;
NA,NA;
Manhattan Hot Dog,7 Rue de La Roquette MHD Bastille - 75011 Paris France;
NA,NA;
Le Samourai,12 rue Emilio Castelar - 75012 Paris France;
Mio Posto,24 Rue Keller - 75011 Paris France;
Da Dong,52 rue du Colisee - 75008 Paris France;
Les Darons,104 rue Caulaincourt - 75018 Paris France;
Lemoine,74 rue Saint Dominique - 75007 Paris France;
JSFP Traiteur,8 rue de Buci - 75006 Paris France;
NA,NA;
Le Café Canon,151 rue de Tolbiac - 75013 Paris France;
Brasserie Bar Restaurant Le Saint Laurent,10 rue des Saussaies - 75008 Paris France;
NA,NA;
L'Arc en Ciel,17 rue des Fetes - 75019 Paris France;
MILIBIO,5 boulevard Victor à 400m de la porte de Versailles et 100m de Balard. - 75015 Paris France;
Kenavo Bar,7 Rue de l'Isly - 75008 Paris France;
Le Rocher  - FERMÉ,48 rue Monge - 75015 Paris France;
BocARriba  - FERMÉ,68 rue de Belleville - 75020 Paris France;
L'Instant Gourmand,338 Rue Saint Jacques - 75005 Paris France;
Le Vigny,88 boulevard de Courcelles - 75017 Paris France;
Les Domaines Qui Montent,51 B avenue de la Republique - 75011 Paris France;
Le Petit Hameau,12 Rue du Hameau - 75015 Paris France;
Bar de l'Aviation,5 Boulevard Victor - 75015 Paris France;
Le Bistrot du Caméléon,14 Rue de Faidherbe - 75011 Paris France;
Le Petit Libanais,13 rue du Colisee - 75008 Paris France;
Tartin'Art Paris,53 rue Montorgueil - 75002 Paris France;
Le Rapide Montmartre,8 rue du Faubourg Montmartre - 75009 Paris France;
La Fille du Boulanger,38 rue des Batignolles - 75017 Paris France;
Boulangerie Blanche,23 rue Brezin - 75014 Paris France;
Best Tofu,9 boulevard de la Villette - 75010 Paris France;
Corn'R,21 Rue des Pyramides - 75001 Paris France;
Bijou,10 Rue Dancourt - 75018 Paris France;
Le Cheval Noir,127 boulevard de Magenta - 75010 Paris France;
Fuji Yaki,15 Rue de la roquette - 75011 Paris France;
Les Tontons,39 rue de Montreuil - 75011 Paris France;
Ice  - FERMÉ,3 rue des Cendriers - 75020 Paris France;
Festins Grand Armee,61 Avenue de la Grande -Armée - 75116 Paris France;
Le Cordon Bleu,13 -15 Quai André Citroën 2nd Floor - 75015 Paris France;
Paris -Breizh Place d’Italie,166 Boulevard Vincent Auriol - 75013 Paris France;
French Karib,20 Avenue De La République - 75011 Paris France;
La Petite,53 Rue Lacépède - 75005 Paris France;
La Petite,53 Rue Lacépède - 75005 Paris France;
Ensuite,27 Rue Des Petits Champs - 75001 Paris France;
BARAK,29 rue de Sambre Et Meuse - 75010 Paris France;
Beillevaire,77 rue Saint Antoine - 75004 Paris France;
So Nat,5 - Rue Bourdaloue - 75009 Paris France;
Little Belleville,92 rue Rebeval - 75019 Paris France;
Cantada II  - FERMÉ,13 rue Moret - 75011 Paris France;
Pizza Scusi  - FERMÉ,89 rue du Rocher - 75008 Paris France;
Maison Davin  - FERMÉ,27 B rue de l Exposition - 75007 Paris France;
L'Atelier 54,54 Rue Vouille - 75015 Paris France;
Il Pomod'oro,340 Rue Saint Jacques 340 rue saint Jacques - 75005 Paris France;
Taihe,172 rue Cardinet - 75017 Paris France;
O' Fish & Chips  - FERMÉ,110 rue Oberkampf - 75011 Paris France;
Rammal,14 avenue de Versailles - 75016 Paris France;
Royal Heritage Ramen  - FERMÉ,5 Passage des Panoramas - 75002 Paris France;
IMAGO Resto,16 Boulevard Montmartre - 75009 Paris France;
NA,NA;
Mmmozza,58 rue Sainte -Anne - 75002 Paris France;
Muki Sushi,9 Rue de Lyon - 75012 Paris France;
Les Saveurs de Saigon,60 Rue Albert - 75013 Paris France;
La Grotte de Chypre,85 rue Mouffetard - 75005 Paris France;
O'Fajitas Bar,43 rue des 5 Diamants - 75013 Paris France;
Ferrand Michel,93 rue la Fayette - 75010 Paris France;
Arômes Coffeeshop,86 Avenue Parmentier - 75011 Paris France;
Le Rousseau,72 Rue Jean -Jacques Rousseau - 75001 Paris France;
Le Comptoir du Perou,41 rue de la Croix Nivert - 75015 Paris France;
Code Bar,6 Rue de Lappe - 75011 Paris France;
Bonhomie,22 rue d'Enghien - 75010 Paris France;
Burg'Heure & Co,1 Rue Léon Séché - 75015 Paris France;
L'Arequier,11 Rue Boyer -Barret - 75014 Paris France;
Chez Trois,9 rue Denoyez - 75020 Paris France;
The -ritoires,5 rue de Conde - 75006 Paris France;
NA,NA;
Le Cafe,5 Place Cambronne - 75015 Paris France;
Le Double Pomme Cafe,1 - Rue de l'Arbalete - 75005 Paris France;
Austerlitz K'fe,4 boulevard de l Hopital - 75005 Paris France;
Nouveau Lotus Imperial,11 rue d Odessa - 75014 Paris France;
Vamos  - FERMÉ,12 Rue du Chateau D'Eau - 75010 Paris France;
Le Royal Tandoori,12 Rue du Docteur Goujon - 75012 Paris France;
Petit villa,37 Bd Saint Martin - 75003 Paris France;
Le Pari Go,83 rue de la Chapelle - 75018 Paris France;
BiBoViNo Marché des Enfants Rouges,35 rue Charlot Marché des Enfants Rouges - 75003 Paris France;
Quartier Libre,69 Rue de la Roquette - 75011 Paris France;
Bobae,36 Rue Pascal - 75013 Paris France;
Maison Belleguic,1 rue Bois le Vent Marche Couvert de Passy - 75016 Paris France;
Nostrum Paris Pont Neuf,20 rue du Pont Neuf - 75001 Paris France;
Le Barbylone,112 Bis Rue Marcadet - 75018 Paris France;
Le Café de la Poste,110 Rue Du Faubourg Saint -Denis - 75010 Paris France;
Au Petit Boulet  - FERMÉ,40 rue des Boulets - 75011 Paris France;
Le Moulin de La Vierge,64 rue Saint Dominique - 75007 Paris France;
O'Tacos,23 rue de la Roquette - 75011 Paris France;
Annna Poorani,28 rue Condorcet - 75009 Paris France;
Davco,13 - Avenue Corentin Cariou 13 - Avenue Corentin Cariou - 75019 Paris France;
PAUL,168 Rue Montmartre - 75002 Paris France;
Cesar,49 rue Montorgueil - 75002 Paris France;
BigLove,30 rue Debelleyme - 75003 Paris France;
Le Rotanah,4 Rue Castex - 75004 Paris France;
Welwitsch Restaurant,91 Rue du Chemin Vert - 75011 Paris France;
Les Saveurs du Monde,84 rue du Faubourg Saint Martin - 75010 Paris France;
Abri Soba,10 rue Saulnier - 75009 Paris France;
Coffea Paris 16 (Passy),28 Rue de L'Annonciation 28 Rue de L'Annonciation - 75016 Paris France;
Mocate,20 rue des Capucines - 75002 Paris France;
Ubu Cafe,55 Rue de Clichy Théâtre de l'Ouvre - 75009 Paris France;
Pizzeria Berberto,9 rue de l Olive - 75018 Paris France;
Frederic Comyn Patisserie Fine et Pains Speciaux,87 rue Didot - 75014 Paris France;
American Express Live Bar,8 Boulevard de Bercy - 75012 Paris France;
Les Favorites,125 Rue De Cambronne Intersection Rue de Vaugirard - 75015 Paris France;
Roger Michel,212 rue de Vaugirard - 75015 Paris France;
ZAOKA,3 - rue des Patriarches - 75005 Paris France;
Saigon Lointain,143 boulevard Saint Michel - 75005 Paris France;
Sushi Yao,34 boulevard Bessieres - 75017 Paris France;
Sourire Le Restaurant,15 rue de la Santé - 75013 Paris France;
Hotel Panache,20 rue du Faubourg Montmartre - 75009 Paris France;
L'Etoile du Nord  - FERMÉ,18 Rue de Dunkerque Gare du Nord - Espace Transilien - 75010 Paris France;
Un Vinito?,22 Rue Réaumur - 75003 Paris France;
Jinlan,25 rue d Enghien Les Trois Royaumes - 75010 Paris France;
Melt Oberkampf,74 Rue de la Folie Mericourt - 75011 Paris France;
chez rico,34 Boulevard De L Hopital - 75005 Paris France;
La Table de Marie -Jeanne  - FERMÉ,4 rue Toullier - 75005 Paris France;
Le Petit Coq Noir,2 rue Joseph Sansboeuf - 75008 Paris France;
Restaurant Niebe,16 Rue De La Grande Chaumiere - 75006 Paris France;
Vantre,19 rue de la Fontaine au Roi - 75011 Paris France;
Vantre,19 rue de la Fontaine au Roi - 75011 Paris France;
Hao Yun,106 rue du Theatre - 75015 Paris France;
Pho Thanh Pho,126 rue de Tolbiac - 75013 Paris France;
Levain Le Vin,83 - rue du Faubourg Saint -Martin - 75010 Paris France;
NA,NA;
La Barra Latina,38 rue Servan - 75011 Paris France;
Asia Yao,9 rue de Lyon - 75012 Paris France;
Enyaa,37 Rue De Montpensier - 75001 Paris France;
NA,NA;
Restaurant Fleuve Rouge,1 rue Pradier - 75019 Paris France;
La Nouvelle Cantine,25 - Boulevard Bonne Nouvelle - 75002 Paris France;
Frou Frou,45 Quai des Grands Augustins - 75006 Paris France;
NA,NA;
NA,NA;
Umami Bastille,19 Rue de la Roquette - 75011 Paris France;
NEWSUSHI SUSHI PARADISE,110 Bis Rue Cardinet - 75017 Paris France;
Seab Seab,49 Rue Balard - 75015 Paris France;
Mama Jackson Soul Food Restaurant gare de lyon,12 rue Claude Tillier - 75012 Paris France;
Comptoir Principal,29 Boulevard De Grenelle - 75015 Paris France;
Michi,58 Bis Rue Sainte -Anne - 75002 Paris France;
Maisie Café,32 Rue du Mont Thabor - 75001 Paris France;
Flesh Restaurant Canal Saint Martin,23 Rue Louis Blanc - 75010 Paris France;
Hotel Gaston,51 Boulevard Pereire - 75017 Paris France;
La Cave des Climats,35 rue de Verneuil - 75007 Paris France;
Les Princesses,7 Rue Grégoire de Tours - 75006 Paris France;
O'Pariz  - FERMÉ,40 Rue de Turenne Fit Spark Industry - 75003 Paris France;
Le Duc,9 rue Victor Cousin - 75005 Paris France;
A -BOX,77 avenue Jean Jaures - 75019 Paris France;
Coffea Paris 16 (Passy),28 Rue de L'Annonciation 28 Rue de L'Annonciation - 75016 Paris France;
Le Frenchy,83 Rue Mouffetard - 75005 Paris France;
Starbucks,31 rue du Depart Centre Commercial Monoprix Montparnasse - 75014 Paris France;
Le Bizart Cafe,30 Bis Rue des Boulets - 75011 Paris France;
Doppio,20 rue Joseph Dijon - 75018 Paris France;
Le Multiplex,27 rue de la Tour D Auvergne - 75009 Paris France;
Casa Capasa,38 Passage Choiseul - 75002 Paris France;
Brasserie Sicilienne,7 Rue Paul Baudry - 75008 Paris France;
Dandy's Cafe,9 rue Nicolas Flamel - 75004 Paris France;
Restaurant Panache,1 rue Geoffroy Marie - 75009 Paris France;
Baosian,67 Rue du Faubourg Montmartre - 75009 Paris France;
Panasia,30 Avenue Corentin Cariou Centre Commercial Vill'up - 75019 Paris France;
Hangang Restaurant Coréen,59 Avenue Félix Faure - 75015 Paris France;
L'assassin,99 Rue Jean Pierre Timbaud - 75011 Paris France;
Gotham,55 rue Olivier de Serres - 75015 Paris France;
La Cantine du Vin en Bouche,2 Ter Rue Dupin - 75006 Paris France;
Dragon D'Or,Rue du Maine - 75014 Paris France;
Corner Haussmann,28 boulevard Haussmann - 75009 Paris France;
Chez Clara Brasserie,64 boulevard Ornano Sur la Place Albert Kahn - 75018 Paris France;
Chez Huang des Pyrenees,138 rue des Pyrenees - 75020 Paris France;
Pouchkinette,14 rue des Petits Carreaux - 75002 Paris France;
YOUR KITCHEN  - FERMÉ,93 Rue Beaubourg - 75003 Paris France;
Memphis Coffee,30 Avenue Corentin Cariou Centre Commercial Vill'Up - 75019 Paris France;
Le Comptoir du Caviar,23 boulevard Malesherbes - 75008 Paris France;
Roux Daniel,92 rue Pelleport - 75020 Paris France;
Indiana Café  - La Villette,30 Avenue Corentin Cariou Vill'up - 75019 Paris France;
Maison Pradier  - FERMÉ,1 Place de la Porte de Versailles Parc des Expositions - Porte de Versailles - 75015 Paris France;
Baba Boudan,19 Rue Gay Lussac - 75005 Paris France;
L'étoile de l'Inde,26 Rue d'Armaillé - 75017 Paris France;
Le Mammouth,116 Rue Amelot - 75011 Paris France;
Magda Traiteur,15 rue de Monttessuy - 75007 Paris France;
Accents Table Bourse,24 Rue Feydeau - 75002 Paris France;
IT  - Italian Trattoria Vill'Up,30 avenue Corentin Cariou Vill'Up - 75019 Paris France;
Le Petit Pavillon Du Jardin  - FERMÉ,Bois de Boulogne Le Jardin d'Acclimatation - 75016 Paris France;
La Relève,71 Rue Mouffetard - 75005 Paris France;
Telex 17,19 Rue des Renaudes - 75017 Paris France;
Cloud Cakes,6 Rue Mandar - 75002 Paris France;
Le Petit Chatelet  - FERMÉ,9 Rue Saint denis - 75001 Paris France;
Maison Landemaine Roquette,136 rue de la Roquette - 75011 Paris France;
A l'Affiche,48 rue de Moscou - 75008 Paris France;
Chez Hanna,54 rue des Rosiers - 75004 Paris France;
Opera Food,1 rue Daunou - 75002 Paris France;
French Burgers Paris  - FERMÉ,21 rue de Charonne - 75011 Paris France;
Ville Du Kashmir,3 rue Buzelin - 75018 Paris France;
NA,NA;
Tugalik,4 - Rue Toullier - 75005 Paris France;
La Taverne de l'arbre Sec,109 rue Saint Honore - 75001 Paris France;
NA,NA;
Pizzeria Cordial,151 rue de Crimee - 75019 Paris France;
IL TRENTASEI,36 boulevard Pereire - 75017 Paris France;
Crabe Royal,19 place de la Madeleine - 75008 Paris France;
Bat Un Karé,124 Rue du Chemin Vert - 75011 Paris France;
Le Petit Paris,21 Rue de la Jonquière - 75017 Paris France;
Rôtisserie Stévenot Cadet,7 rue Cadet - 75009 Paris France;
Bibimbowl  - FERMÉ,54 Rue Laugier - 75017 Paris France;
NA,NA;
Unicorners,67 Rue Beaubourg - 75003 Paris France;
Very Sushi,43 Rue la Fayette - 75009 Paris France;
Diogo & Lizzie of Dili Gastronomy,75007 Paris France;
Sushi Fujitomy,13 Boulevard Saint -Martin - 75003 Paris France;
Paris & Co,4 rue de La Convention - 75015 Paris France;
Qingfeng Fry,4 rue Beatrix Dussane - 75015 Paris France;
Karamel Paris,67 Rue Saint Dominique - 75007 Paris France;
LE PETIT NICOLI,23 Rue du Chateau d'Eau 23 Rue Du Chateau D'eau - 75010 Paris France;
Bonpot,162 rue Montmartre - 75002 Paris France;
Zarda Food,Massy - 91300 Paris France;
LYNA Ristorante,34 boulevard Pereire - 75017 Paris France;
Il Conviviale,28 Rue Vernier - 75017 Paris France;
Polissons,35 Rue Ramey - 75018 Paris France;
Korus,73 Rue Amelot - 75011 Paris France;
La Couronne Du Roi,160 avenue Ledru Rollin - 75011 Paris France;
Le Cafe Prem1er,Gare de Lyon - 43 -49 place Louis Armand - 75012 Paris France;
Cook' n Saj,5 Rue Bernard Palissy - 75006 Paris France;
Aux Cerises,47 Avenue de Suffren - 75007 Paris France;
Le Petit Bofinger,6 rue de la Bastille - 75004 Paris France;
"Tacos Dore,22 Rue Daubenton A 100m de la stations métro "" Censier -Daubenton "" - Jardin des plantes et la grande mosquée de Paris - 75005 Paris France";
Five Guys,49 -51 Av. des Champs -Élysées Champs Elysees - 75008 Paris France;
