Restaurant Name,Address ;
Les Fondus de la Raclette Parmentier,107 - avenue Parmentier - 75011 Paris France;
La Table D'emeraude,7 Avenue De La Porte De Clichy - 75017 Paris France;
NA,NA;
NA,NA;
New Aqib,47 rue Monsieur le Prince - 75006 Paris France;
Les Associés,50 Boulevard de la Bastille - 75012 Paris France;
Le Melting Pot  - FERMÉ,3 rue de Lagny - 75020 Paris France;
Wen Zhou Chez Alex,24 rue de Belleville - 75020 Paris France;
Chez Siam,110 rue la Boetie - 75008 Paris France;
Pizza Ciao,Rue de Cotte - 75012 Paris France;
NA,NA;
Trattoria Dell'Angelo,6 avenue Rapp - 75007 Paris France;
NA,NA;
NA,NA;
Bistrot Beyrouth,103 Rue de Charonne métro Charonne - 75011 Paris France;
La Grande Ourse,9 rue Georges Sache - 75014 Paris France;
Paris Beaubourg,23 rue Saint Merri Place Igor Stravinsky - 12 rue Brisemiche - 75004 Paris France;
Snack Time,96 boulevard de Rochechouart - 75018 Paris France;
MONK  - La Taverne de Cluny,51 Rue de la Harpe - 75005 Paris France;
Buisson D'Argent,25 rue du Bac - 75007 Paris France;
L'Affable,10 - Rue Saint Simon - 75007 Paris France;
Restaurant Vatel,122 Rue Nollet - 75017 Paris France;
Le Dodin,42 rue des Acacias - 75017 Paris France;
Bread and Roses,25 rue Boissy D Anglas - 75008 Paris France;
NA,NA;
Mucha Cafe -Restaurant,227 boulevard Saint Germain - 75007 Paris France;
Sanukiya,9 rue d Argenteuil - 75001 Paris France;
L'Arlequin Café,31 rue Louis Blanc - 75010 Paris France;
LA CARTE SUR TABLE,72 quai des Orfevres - 75001 Paris France;
Gyoza Bar,56 Passage des Panoramas - 75002 Paris France;
NA,NA;
KOFF,15 RUE LA VIEUVILLE - 75018 Paris France;
La Patache,60 Rue de Lancry - 75010 Paris France;
Les quatre Saisons,17 avenue Emile Zola Xv - 75015 Paris France;
NA,NA;
Au Doux Raisin,29 rue Descartes - 75005 Paris France;
NA,NA;
La Cooperative,85 rue de Rivoli - 75001 Paris France;
Le Venitien,23 Boulevard des Italiens - 75002 Paris France;
Il Modigliani,172 rue du Faubourg Saint Antoine - 75012 Paris France;
Le Grande Bretagne,Rue des Ecoles - Paris France;
NA,NA;
Bistrot Pyramide,20 rue des Pyramides - 75001 Paris France;
Carmen Ragosta,8 rue de la Grange aux Belles - 75010 Paris France;
1868,22 avenue de Villiers - 75017 Paris France;
Autour du Moulin,88 rue Lepic 75018 - 75018 Paris France;
La Bonne Excuse,48 rue de Verneuil - 75007 Paris France;
Le Mandarin de Choisy,135 rue de Tolbiac - 75013 Paris France;
NA,NA;
Le Relais Paris Opéra,1 Rue Auber - 75009 Paris France;
Naked,22 rue des Capucines 75002 - 75002 Paris France;
santa lucia,16 rue Breguet - 75011 Paris France;
La Corte,320 rue Saint Honore - 75001 Paris France;
Mamou,42 Rue Taitbout - 75009 Paris France;
Au Club des Siciliens,18 rue du Dragon Saint -germain des Pres - 75006 Paris France;
Au fond du bar,15 rue Simart 15 - rue Simart - Paris - Île -de -France - 75018 Paris France;
NA,NA;
NA,NA;
Semilla,54 Rue de Seine - 75006 Paris France;
NA,NA;
Le Gribouille,44 rue de Rivoli 75004 - 75004 Paris France;
Crêperie Paris Montorgueil,37 rue Mauconseil - 75001 Paris France;
NA,NA;
NA,NA;
NA,NA;
Le Ruban Vert,42 rue des Jeuneurs - 75002 Paris France;
Le Berger,17 Place de la Nation - 75011 Paris France;
Rani Mahal,9 rue Saint Augustin 75002 - 75002 Paris France;
l atelier de jacques,rue du Tunnel - Paris France;
Creperie Oroyona,36 Rue Mouffetard  75005 Paris - Francia - 75005 Paris France;
Restaurant Le Moderne  - FERMÉ,87 boulevard de Strasbourg - 75010 Paris France;
Martine's,72 rue du Cherche Midi - 75006 Paris France;
Kotteri Ramen Naritake,31 rue des Petits Champs - 75001 Paris France;
NA,NA;
La Giocondina,40 rue Alexandre Dumas 75011 - 75011 Paris France;
Le Rive Gauche...,1 rue du Sabot - 75006 Paris France;
NA,NA;
Le Palais du Kashmir,77 rue du Poteau 75018 - 75018 Paris France;
Anteprima,137 rue du Faubourg Saint Honore - 75008 Paris France;
Le Nazir,56 rue des Abbesses - 75018 Paris France;
Kyobashi,117 rue Saint Maur - 75011 Paris France;
L'Atelier 102,102 Rue du Chatêau - 75014 Paris France;
NA,NA;
Gourmandises Bretonnes,57 rue Galande - 75005 Paris France;
Pizza Roma,27 rue des Ecoles - 75005 Paris France;
Le Cap Breton,12 rue Monsigny - 75002 Paris France;
Khai Tri,93 Avenue d Ivry - 75013 Paris France;
NA,NA;
Wazawok,9 rue du Faubourg Montmartre - 75009 Paris France;
Bouclier de Bacchus,18 rue Saint Lazare - 75009 Paris France;
Annam,41 rue Pierre Fontaine - 75009 Paris France;
Sourire d'Asie,18 rue Taine - 75012 Paris France;
Créperie Cat'Man,12 rue du Temple - 75004 Paris France;
NA,NA;
O'ginkgo,17 rue de castellane - 75008 Paris France;
La Couronne d'or,140 Avenue Jean Jaurès - 75019 Paris France;
L'Escalier,105 Rue Du Faubourg Saint Denis - 75010 Paris France;
Dogstar,122 rue la Boetie - 75008 Paris France;
La Pizzeria di Rebellato,138 rue de la Pompe - 75116 Paris France;
NA,NA;
Sushi Wasabi,86 boulevard Saint Germain - 75005 Paris France;
La Cloche des Halles,28 Rue Coquillière - 75001 Paris France;
La Chope,73 Rue Guy Môquet - 75017 Paris France;
Le Printemps,11 rue Louis Bonnet - 75011 Paris France;
NA,NA;
Le Metro Café,60 boulevard Saint Germain - 75005 Paris France;
NA,NA;
Gaspard  - FERMÉ,84 rue Lauriston - 75116 Paris France;
Kim,15 rue Danielle Casanova - 75001 Paris France;
Coffee Anjapper,22 rue Cail - 75010 Paris France;
NA,NA;
La Gentilhommiere,Place Saint Andre des Arts - 75006 Paris France;
Les Canailles,25 rue La Bruyère - 75009 Paris France;
Charly Bun's,36 Place du Marché Saint Honoré - 75001 Paris France;
NA,NA;
L'Apibo,31 - Rue Tiquetonne - 75002 Paris France;
Restobus,Trocadero - Paris France;
La Table d'Aki,49 rue Vaneau - 75007 Paris France;
Pizzeria San Remo,97 avenue Niel - 75017 Paris France;
O'Conway's,Rue de Dunkerque Intérieur Gare du Nord - 75010 Paris France;
Maison Lohezic,143 rue de Courcelles - 75017 Paris France;
NA,NA;
Le Café Caché,Rue d'Aubervillers - 75019 Paris France;
EXKi,22 - Chaussée d'Antin - 75009 Paris France;
Okinawa,38 avenue Bosquet - 75007 Paris France;
Okinawa,38 avenue Bosquet - 75007 Paris France;
NA,NA;
Crêperie Rouge Pomme,127 Avenue du Général Leclerc - 75014 Paris France;
Restaurant Yuzu,33 Rue de Bellechasse - 75007 Paris France;
Samsar,33 Rue Des Bourdonnais - 75001 Paris France;
NA,NA;
Les Delices d'Amour,10 Avenue Jean Jaurès - 75019 Paris France;
Café Huitième,13 boulevard de Courcelles - 75008 Paris France;
Les Temps Modernes,91 rue de Charenton - 75012 Paris France;
Le Cabanon de la Butte,6 Rue Lamarck - 75018 Paris France;
Les Jalles,14 rue des Capucines - 75002 Paris France;
Zekai  - FERMÉ,87 avenue Niel - 75017 Paris France;
God Save the Kitchen,299 rue du Faubourg Saint Antoine - 75011 Paris France;
NA,NA;
Lumière de Chine,153 rue Saint Charles - 75015 Paris France;
Pizza Pino,4 place de la République - 75011 Paris France;
NA,NA;
Mae Nam Choaphraya,6 Rue de Poissy - 75005 Paris France;
L'Art Source,6 rue Marie Stuart - 75002 Paris France;
Simba,77 rue Leon Frot - 75011 Paris France;
Le Touring,61 avenue de la Grande Armee - 75116 Paris France;
Comptoir Turenne,70 rue de Turenne - 75003 Paris France;
Le Tablier Rouge,40 rue de la Chine - 75020 Paris France;
L'Ardoise du XV,70 - rue Sébastien Mercier - 75015 Paris France;
NA,NA;
Du Pain et des Idées,34 rue Yves Toudic - 75010 Paris France;
Bistrot Populaire,77 boulevard Beaumarchais - 75003 Paris France;
NA,NA;
Le Valentin,30 Passage Jouffroy - 75009 Paris France;
Buzkashi,Rue des Dames - 75017 Paris France;
L'Express,23 Rue du Roule - 75001 Paris France;
Al Ajami,58 rue Francois 1er Angle 1 - Rue Lincoln - 75008 Paris France;
NA,NA;
NA,NA;
NA,NA;
17è Parallèle,17 rue du Colisée - 75008 Paris France;
bistrot saint andre,36 Rue St Andre des Arts - 75006 Paris France;
Tempero,5 rue Clisson - 75013 Paris France;
Le Reynou,2 Quai De La Mégisserie Théâtre Du Châtelet - 75001 Paris France;
Au Bois D'Acacia,17 rue de Constantinople - 75008 Paris France;
NA,NA;
NA,NA;
Le Restaurant du Comptoir,1er 34 rue Montmartre - 75001 Paris France;
Restaurant de Bari,5 boulevard de Denain - 75010 Paris France;
Au Roi du café,2 Rue de la Chapelle 75018 - 75018 Paris France;
TIN TIN,56 rue de Torcy - 75018 Paris France;
Le Petit Journal St Michel,71 - Boulevard Saint Michel - 75005 Paris France;
Häagen -Dazs,159 Rue Saint Honoré - 75001 Paris France;
NA,NA;
Paisano epicerie,159 rue Saint Maur - 75011 Paris France;
Le Rendez -vous des Amis,23 rue Gabrielle - 75018 Paris France;
NA,NA;
NA,NA;
NA,NA;
Long Hoa,11 rue Philibert Lucot - 75013 Paris France;
Pizzeria Florenza,7 rue Tardieu - 75018 Paris France;
Assaggio,48 rue du Temple - 75004 Paris France;
Al Boustan,21 rue Montorgueil - 75001 Paris France;
La Forge,26 avenue Mathurin Moreau - 75019 Paris France;
NA,NA;
L'Alimentari,6 rue des Ecouffes - 75004 Paris France;
NA,NA;
La Charlotte de l'Isle,24 - rue Saint -Louis en l'Isle - Paris France;
Noodle Panda,19 avenue Mac Mahon m Charles de Gaulle / Etoile - 75017 Paris France;
Aux Trois Nagas,18 Avenue du President Kennedy - 75016 Paris France;
Aux Deux Amis,45 rue Oberkampf 75011 - 75011 Paris France;
Hoki Sushi,22 Rue Pierre Lescot - 75001 Paris France;
Café Pouchkine,64 Boulevard Haussmann - 75009 Paris France;
Cafe Berri,19 rue de Berri - 75008 Paris France;
Au Bistro,08 - rue du Marché Saint -Honoré - 75001 Paris France;
Le chant des oliviers,88 rue Ordener - 75018 Paris France;
Lacombe Cafe,37 avenue Mac Mahon 75017 - 75017 Paris France;
Wong Heng,1 avenue de Choisy - 75013 Paris France;
NA,NA;
Cafe Le Dante,2 rue Dante - 75005 Paris France;
La Taverne Suisse,48 rue de Ponthieu - 75008 Paris France;
NA,NA;
Station Nord -Est,15 Rue du 8 Mai 1945 - 75010 Paris France;
Real Kashmir,Boulevard Montmartre and Rue Vivienne passage way across street from best western hotel . Passage de Panoramas - or Passage 53 - or Passage Jouffroy - Paris France;
New Kashmir,23 Passage des Panoramas - 75002 Paris France;
cafe frances,Port D'alma - Paris France;
Marco Caffe,34 boulevard Saint Germain - 75005 Paris France;
Chez Kim,3 rue de Mouzaia métro Botzaris - 75019 Paris France;
LA GITANE LE TABAC D'ANATOLE,47 boulevard de Grenelle 75015 - 75015 Paris France;
El Tonel,5 rue des Pyramides - 75001 Paris France;
Le Café Chineur,170 Rue d'Alésia - 75014 Paris France;
NA,NA;
NA,NA;
NA,NA;
OKIRAMA,103 rue Cambronne - 75015 Paris France;
Lucky Luciano Pizza,1 - Cour des Petites Ecuries - 75010 Paris France;
La Chope de Corentin,13 avenue Corentin Cariou - 75019 Paris France;
Bistrot François Felix,9 rue Boissy D Anglas - 75008 Paris France;
Soukhothai,44 rue Custine - 75018 Paris France;
Thai Vien 2,155 avenue de Choisy - 75013 Paris France;
Mum Dim Sum,14 Boulevard De Courcelles - 75017 Paris France;
La Chasse Gardée,37 rue Nollet - 75017 Paris France;
Monsieur,80 Boulevard Richard Lenoir Near Metro St Ambroise Line 9 Or Metro R Lenior Ligne 5 - 75011 Paris France;
Absolut Cafe,10 rue de la Gaite 75014 - 75014 Paris France;
RAP restaurant,24 rue Rodier 75009 - 75009 Paris France;
Boulangerie Bo,85 B rue de Charenton - 75012 Paris France;
Vert Tulipe,2 rue de Londres - 75009 Paris France;
Papajazzclub,3 - Rue Saint Benoit - 75006 Paris France;
Brasserie Le Nesle,22 rue Dauphine - 75006 Paris France;
NA,NA;
La Brasserie Italienne,73 Avenue de Kleber - 75116 Paris France;
NA,NA;
Au Bon Cafe,2 boulevard Saint Martin 75010 - 75010 Paris France;
NA,NA;
NA,NA;
NA,NA;
Chez Mamy  - FERMÉ,3 rue Jules Valles - 75011 Paris France;
Bistrot les Timbrés,14 rue d'Alleray - 75015 Paris France;
Le Corentin,104 boulevard Jourdan - 75014 Paris France;
Sushi Q,31 rue Cambronne 75015 - 75015 Paris France;
Sushi Shop,130 Boulevard de Grenelle - 75015 Paris France;
Chipotle Mexican Grill,18 -20 Boulevard Montmartre - 75009 Paris France;
O'36,36 rue de Berri - 75008 Paris France;
Okamé,235 rue du Faubourg Saint Honore - 75008 Paris France;
Zen Zoo,2 rue Cherubini - 75002 Paris France;
Pasta et Pizza,5 rue Mansart - 75009 Paris France;
Cafe de Paris,158 rue Oberkampf - 75011 Paris France;
Le Circus,204 rue de Tolbiac - 75013 Paris France;
Palace de Chine  - FERMÉ,70 Avenue De Choisy - 75013 Paris France;
NA,NA;
Le Bistrot des Martyrs,93 rue des Martyrs - 75018 Paris France;
Aki Boulanger,16 rue Sainte Anne - 75001 Paris France;
Aux Désirs de Manon,129 rue Saint Antoine - 75004 Paris France;
NA,NA;
Le Poincaré,22 Avenue Raymond Poincaré - 75116 Paris France;
NA,NA;
Creperie Paris Breizh Daumesnil,177 avenue Daumesnil - 75012 Paris France;
Crêperie Armoric Saveurs,95 rue de Saussure - 75017 Paris France;
Le Saint -Joseph,192 rue Raymond Losserand - 75014 Paris France;
Khao Thaï,13 rue Dauphine - 75006 Paris France;
3 Pieces Cuisine,25 rue de Cheroy 101 Rue Des Dames - 75017 Paris France;
Ulysse en Gaule,28 rue Cler - 75007 Paris France;
Otaku,63 boulevard de Picpus - 75012 Paris France;
Le Bercy,118 rue de Bercy - 75012 Paris France;
Thai -Lao,38 Boulevard Garibaldi - 75015 Paris France;
NA,NA;
La Coquine Gourmande,107 boulevard Haussmann - 75008 Paris France;
Le Rubi,18 rue de Menilmontant - 75020 Paris France;
La Violette de Lafayette,11 rue Buffault Cadet - 75009 Paris France;
NA,NA;
Epicerie Musicale,55 B quai de Valmy - 75010 Paris France;
Brasserie de la Porte Dauphine,55 avenue Bugeaud - 75116 Paris France;
La Petite Rose des Sables,6 rue de Lancry - 75010 Paris France;
Le Petit Olivier,82 rue du Cherche Midi - 75006 Paris France;
Orcel,72 rue des Gravilliers 75003 - 75003 Paris France;
Minh Duc,1 rue Basse des Carmes - 75005 Paris France;
NA,NA;
Bistrot de la tour Eiffel,21 avenue de la Bourdonnais - 75007 Paris France;
Chez Rita,67 rue des Orteaux - 75020 Paris France;
Le Boul’Mich Bar,116 boulevard Saint Germain - 75006 Paris France;
NA,NA;
Maison Bes,31 boulevard Malesherbes - 75008 Paris France;
NA,NA;
Tappo,19 rue Commines - 75003 Paris France;
NA,NA;
Le relais du bois,1 rue Guy de Maupassant - 75116 Paris France;
Télescope,5 Rue Villedo - 75001 Paris France;
Joséphine,69 avenue Marceau - 75116 Paris France;
La Villa Passy,4 Impasse des Carrieres - 75016 Paris France;
Le Provençal,94 rue des Grands Champs - 75020 Paris France;
La Provence,45 rue Brochant - 75017 Paris France;
Pizza Tivoli,5 rue la Fayette - 75009 Paris France;
Pizza des Rosiers,11 rue des Rosiers - 75004 Paris France;
NA,NA;
Les 110 de Taillevent,195 Rue du faubourg Saint -Honore - 75008 Paris France;
Le Cantalou  - FERMÉ,8 avenue de Versailles - 75016 Paris France;
L'ingénu Café,184 boulevard Voltaire - 75011 Paris France;
Le Café des Beaux Arts,7 quai Malaquais - 75006 Paris France;
NA,NA;
Le Campanella,18 avenue Bosquet Angle Avenue Bosquet et Rue Saint -Dominique - 75007 Paris France;
NA,NA;
Le Globe,118 boulevard Diderot - 75012 Paris France;
La Pizza d'Anita,182 Quai Louis Blériot Face à la Seine - 75016 Paris France;
Le Pasteur,35 boulevard Pasteur - 75015 Paris France;
Salento Marais,6 rue de Jarente - 75004 Paris France;
L'Atelier d'Alexandre,26 rue Beaubourg 75003 - 75003 Paris France;
Gourmet d'Asie,12 rue Daguerre - 75014 Paris France;
LE MARIGNY,2 rue Armand Carrel - 75019 Paris France;
La Bascule,24 rue Durantin - 75018 Paris France;
Mam Thaï,8 Rue Cadet - 75009 Paris France;
Cafe du Nord,19 rue de Dunkerque - 75010 Paris France;
Bianco,60 rue Montorgueil - 75002 Paris France;
NA,NA;
Cafe de Felice,rue Grenelle - Paris France;
chez Dong,82 rue Baudricourt - 75013 Paris France;
La Fontaine Sully,67 rue Saint Antoine - 75004 Paris France;
Palais de l'Himalaya,2 rue Briquet 75018 - 75018 Paris France;
NA,NA;
Le Bistrot du Coin,73 avenue Ledru Rollin intersection 73 rue de Charenton - 75012 Paris France;
Ebis,19 rue Saint Roch - 75001 Paris France;
Maccaroni,18 rue des Bourdonnais - 75001 Paris France;
NA,NA;
Au Reveil du XV,108 rue Falguiere - 75015 Paris France;
Pizza Nelly,19 rue Duphot - 75001 Paris France;
La Pierre du Marais  - FERMÉ,51 Rue de Bretagne - 75003 Paris France;
Cafe Nazir,Rue Tholoze Montmatre - Paris France;
La Porte Montmartre,29 Boulevard Poissonnière - 75002 Paris France;
RetròBottega,12 rue Saint Bernard - 75011 Paris France;
Le Square Trousseau,1 Rue Antoine Vollon 75012 - 75012 Paris France;
Noodle,54 rue Sainte Anne - 75002 Paris France;
Pizzeria Pepone,3 Rue Grégoire de Tours - 75006 Paris France;
Couscous des Batignolles,135 rue de Rome 75017 - 75017 Paris France;
Les tetes brulees,21 rue de Turbigo 7 - 75002 Paris France;
Lotus de Siam,110 rue la Boetie 75008 - 75008 Paris France;
Foyer Mon Vietnam,24 rue Montagne Sainte Geneviève - 75005 Paris France;
Le Réveil du 10ème,35 rue du Chateau D Eau - 75010 Paris France;
NA,NA;
NA,NA;
Le Dit Vin,68 rue Blanche - 75009 Paris France;
Les Galandines,57 rue Galande - 75005 Paris France;
Les Volcans,105 rue du Faubourg Poissonnière - 75009 Paris France;
Le Café gourmand,192 Avenue De France - 75013 Paris France;
NA,NA;
Le Petit Sommelier,49 avenue du Maine 75014 - 75014 Paris France;
Le Gourbi,54 rue des Plantes - 75014 Paris France;
Le Corail,79 Rue la Fayette - 75009 Paris France;
NA,NA;
Le QG,32 rue de la Roquette - 75011 Paris France;
Pierre sang In Oberkampf,55 Rue Oberkampf - 75011 Paris France;
Ayko Sushi,11 Place Denfert Rochereau - 75014 Paris France;
Hippopotamus  - FERMÉ,30 Rue Saint Denis - 75001 Paris France;
Au Chateau,Paris France;
Thai Delices,75 rue Taitbout 75009 - 75009 Paris France;
Le Swann,271 avenue Daumesnil - 75012 Paris France;
NA,NA;
Marie -Suzy,26 avenue de Friedland 75008 - 75008 Paris France;
La Cuisine de Philippe,25 rue Servandoni Metro St Sulpice - 75006 Paris France;
NA,NA;
autogrill Paris Nord  - FERMÉ,12 rue de Dunkerque - 75010 Paris France;
Diamande,4 rue Sedaine 75011 - 75011 Paris France;
Andrea,7 Rue Brochant - 75017 Paris France;
La Sardine,Place sainte Marthe - Paris France;
Pari's Café  - FERMÉ,174 Avenue de Clichy - 75017 Paris France;
Crêperie La Bigoudène Paris,62 rue du Montparnasse - 75014 Paris France;
Le Populaire,20 rue Torricelli - 75017 Paris France;
NA,NA;
Café La Colonnade,154 - Rue de Rivoli Metro Ligne 1 Sortie Louvre -rivoli - 75001 Paris France;
The Bootlagers,73 Quai Panhard et Levassor - 75013 Paris France;
Lim's,9 rue de Ponthieu - 75008 Paris France;
NA,NA;
Coinstot Vino,26 B Passage des Panoramas - 75002 Paris France;
La Gourmandise,28 rue Augereau - 75007 Paris France;
Lucette fait des Crepes,4 Rue De Milan - 75009 Paris France;
Tima,139 B avenue de Versailles - 75016 Paris France;
NA,NA;
NA,NA;
Casa Dagusto,6 Rue de Plaisance - 75014 Paris France;
NA,NA;
Lakshmi Bhavan,57 rue Rodier - 75009 Paris France;
NA,NA;
Stan & Co,66 Rue de Provence - 75009 Paris France;
Duret Mandarin,34 rue Duret - 75116 Paris France;
NA,NA;
NA,NA;
Thai at Home Commerce,23 rue Mademoiselle - 75015 Paris France;
NA,NA;
Nicolas,Cour St Emilion - 75012 Paris France;
Sesto Senso,4 rue de l'Echiquier 75010 - 75010 Paris France;
Capitole café,105 Boulevard Sebastopol - 75002 Paris France;
MEIWENTI,53 rue de Richelieu - 75001 Paris France;
Tablapizza,88 rue de Clichy Place de Clichy - 75009 Paris France;
Swadee,20 rue du Debarcadere - 75017 Paris France;
Kyo Fuji,9 rue de Montenotte - 75017 Paris France;
Gallo Romano,44 - Rue Galande - 75005 Paris France;
NA,NA;
Jardin de l'Inde,8 Rue Tiquetonne - 75002 Paris France;
Le France Cafe and Brasserie  - FERMÉ,33 rue du Commandant Rene Mouchotte - 75014 Paris France;
Traiteur Christelle,21 rue Saint Jacques - 75005 Paris France;
Lodie's,12 rue Saint Severin - 75005 Paris France;
Manfred Cafe Restaurant,1 rue Reaumur - 75003 Paris France;
Casa Rina,18 rue du Faubourg Montmartre - 75009 Paris France;
Chez Long,57 avenue du General Michel Bizot 75012 - 75012 Paris France;
Bistrot Dupleix,62 boulevard de Grenelle - 75015 Paris France;
NA,NA;
Potager du monde,27 T boulevard Diderot 75012 - 75012 Paris France;
NA,NA;
La Librairie,2 rue Duban - 75016 Paris France;
La Factory Burger,Rue des Halles - 20 - 75001 Paris France;
Grill Croute,186 Place Charles de Gaulle Neuilly -Sur -Seine - 92200 Paris France;
NA,NA;
Hippopotamus  - FERMÉ,6 avenue Franklin D. Roosevelt - 75008 Paris France;
NA,NA;
IL PARMIGIANO,2 rue Jeanne D Arc 92130 Issy -les -Moulineaux - 75013 Paris France;
Le Paris Orleans Cafe,129 avenue du General Leclerc - 75014 Paris France;
NA,NA;
Le Bar Botaniste,10 - avenue d'Léna Shangri -La Hotel - Lobby Level - 75116 Paris France;
NA,NA;
Creperie Gaité,3 rue de la Gaité 3 Rue de la Gaite - 75014 Paris France;
Loriana,11 rue Xavier Privas - 75005 Paris France;
Le Fil Rouge Café,3 rue René Boulanger - 75010 Paris France;
Ze Bistrot,23 rue Saint Vincent de Paul - 75010 Paris France;
Eric Kayser  - Bercy Village,41 Cour Saint Emilion - 75012 Paris France;
NA,NA;
NA,NA;
Le Préaumur,1 Place de la Bourse - 75002 Paris France;
NA,NA;
Venezia,3 rue Corbineau - 75012 Paris France;
NA,NA;
Le Lloyd's,23 rue Treilhard Place de Narvik - 75008 Paris France;
le petit chablisien  - FERMÉ,44 rue de Londres - 75008 Paris France;
Tacos del Triunfo,36 rue Saint Didier - 75116 Paris France;
Midory Japanese Restaurant,49 rue de l Arbre Sec - 75001 Paris France;
ToriYoshi,71 rue de Rochechouart - 75009 Paris France;
NA,NA;
Tutti Sensi,14 rue Norvins - 75018 Paris France;
Bistrot Des Amis,67 rue du Cherche Midi - 75006 Paris France;
Minim's,7 - rue Royale - 75008 Paris France;
Les Gorges du Tarn,14 Rue de la Michodière - 75002 Paris France;
Chamyat,138 avenue de Saint Ouen - 75018 Paris France;
Hao Hao,14 rue Berthollet - 75005 Paris France;
La Mascotte,6 avenue du President Wilson - 75008 Paris France;
Les Emporte -Pièces,17 rue du Pont Louis Philippe - 75004 Paris France;
Bo Man Café,33 rue Notre Dame de Lorette - 75009 Paris France;
Le Petit Italien,5 rue Saint Gilles - 75003 Paris France;
Café Voulez -Vous,18 rue du Temple - 75004 Paris France;
Le Royal Cambronne,2 Place Cambronne - 75015 Paris France;
NA,NA;
NA,NA;
Madame Shawn Bistrot Thai,3 Rue des Recollets - 75010 Paris France;
PlayOff Wagram,58 avenue de Wagram - 75017 Paris France;
NA,NA;
La Cour Jardin,Hotel Plaza Athenee 25 avenue Montaigne Hotel Plaza Athénée - 75008 Paris France;
NA,NA;
Le Café d'Avant,35 rue Claude Bernard - 75005 Paris France;
Café de la Poste,rue Damrémont 76 - 75018 Paris France;
NA,NA;
Song Huong,129 Avenue de Choisy - 75013 Paris France;
Chez les Filles,25 rue des 5 Diamants - 75013 Paris France;
Salon du Fromage HISADA,47 rue de Richelieu - 75001 Paris France;
Quatre amis,29 rue de Charenton 75012 - 75012 Paris France;
NA,NA;
La Vigne Saint Laurent,2 rue Saint Laurent 75010 - 75010 Paris France;
Au Petit Marguery,64 avenue des Ternes - 75017 Paris France;
Paris 5,Rue l'Hopital - Paris France;
Coin de Paradis,37 rue au Maire - 75003 Paris France;
Le Recrutement Café,36 - Boulevard La Tour Maubourg - 75007 Paris France;
Trattoria da Peppe,10 boulevard Saint Marcel - 75005 Paris France;
Sugarplum cake shop,68 rue du Cardinal Lemoine 75005 - 75005 Paris France;
NA,NA;
Le Ricaux,44 rue de la chaussee D Antin In front of the side door of Galeries Lafayette - 75009 Paris France;
NA,NA;
Cafe des Phares,7 Place de la Bastille - 75004 Paris France;
La Manufacture,62 avenue des Gobelins - 75013 Paris France;
Fred & Ginger,62 rue Jean Jacques Rousseau - 75001 Paris France;
Les Vendanges,40 rue Friant Porte d'Orléans - 75014 Paris France;
Le Bistrot M  - FERMÉ,137 Avenue Jean Jaurès - 75019 Paris France;
NA,NA;
NA,NA;
Restaurant du Lycée,66 boulevard de Menilmontant - 75020 Paris France;
NA,NA;
Le Mal Barré,47 rue Lucien Sampaix 47 - rue Lucien -Sampaix - 75010 - Paris - Île -de -France - 75010 Paris France;
Etoile de Bana,198 rue Marcadet - 75018 Paris France;
Kiotori,157 rue Montmartre - 75002 Paris France;
Restaurant Cannelle,27 Rue de l'Abbé Grégoire - 75006 Paris France;
Felixio Cafe,75 Pl du Docteur Felix Lobligeois - 75017 Paris France;
La Fronde,33 rue des Archives - 75004 Paris France;
NA,NA;
Kushikatsu Bon,24 Rue Jean -Pierre Timbaud - 75011 Paris France;
Cafe Les Ondes,2 avenue de Versailles - 75016 Paris France;
NA,NA;
Taj Mahal,8 Rue Humblot - 75015 Paris France;
Mandello Cafe,Avenue de Clichy - Paris France;
Okito Sushi,27 quai de Grenelle 1 - rue du Docteur Finlay - 75015 Paris France;
NA,NA;
Au clair de lune,11 rue Francaise 27 Rue Tiquetonne - 75002 Paris France;
NA,NA;
The Beef Club,58 Rue Jean Jacques Rousseau - 75001 Paris France;
Chalet de la Porte Jaune,Avenue De Nogent Bois De Vincennes - 75012 Paris France;
Schum,50 rue Lauriston - 75116 Paris France;
tendre voyou,7 rue de Douai - 75009 Paris France;
MARCELLO Ristorante,10 boulevard Delessert - 75016 Paris France;
Oh Bistrot d'Olga,27 rue Cambaceres - 75008 Paris France;
NA,NA;
Thai Classic,26 rue des Lombards Marais - 75004 Paris France;
NA,NA;
Pirouette,5 Rue Mondetour - 75001 Paris France;
La Comete,7 rue de la Cerisaie - 75004 Paris France;
NA,NA;
Villa Punjab Gastronomie Indienne,15 rue Leon Jost - 75017 Paris France;
ROYAL JET SET  - Moroccan Gastronomy,14 rue Washington - 75008 Paris France;
Le Carpaccio,4 Rue de Berri - 75008 Paris France;
La Taverne de l'Olympia,25 rue de Caumartin - 75009 Paris France;
Lien Hung,15 rue Louis Bonnet 75011 - 75011 Paris France;
Au soleil d'Austerlitz,18 Boulevard de L’Hopital - 75005 Paris France;
Le Vrai Saint Marcel,52 boulevard de l Hopital 75013 - 75013 Paris France;
Pub Kleber Bar Brasserie,69 avenue Kleber - 75116 Paris France;
Café Les Rosiers,2 Rue des Rosiers - 75004 Paris France;
Cafe Des Psaumes,Rue Des Rosiers - 75004 Paris France;
le Bistro lyonnais,6 Rue Michel Chasles - 75012 Paris France;
El Cervantès,46 rue Daubenton - 75005 Paris France;
